24.357492,32.715859,27.852529,16.755344,8.065078,4.350778,28.040366,148.116669,12.121764,28.571559,153.47813,15.173185,13.42473,173.226461,8.83704,1.0
40.044433,36.965892,2.411087,14.363738,5.530388,5.680364,51.277971,116.647597,36.73163,83.805341,96.557859,84.144913,91.366357,87.929178,81.177323,1.0
39.733795,12.547278,12.225376,9.99758,24.409957,14.893329,29.520251,23.983223,13.94969,39.717765,21.684061,13.35674,42.824895,21.106166,15.443673,1.0
43.17255,45.775274,20.588341,34.809745,3.201613,12.491293,49.733516,125.713429,34.603454,56.996419,129.474759,35.366712,72.841298,115.723096,36.071895,1.0
32.109105,19.597623,24.397437,13.015192,2.29232,5.543938,28.796606,136.541993,14.069999,35.829197,140.730896,15.481868,41.574909,136.862084,17.33726,1.0
42.258182,45.365373,20.203488,28.582417,6.859039,6.112495,44.092203,113.953996,25.964158,47.599991,128.402285,27.028113,49.991608,124.908761,26.265166,1.0
15.916414,30.447437,47.454498,13.627843,8.050418,8.599641,55.706993,85.50358,25.835244,82.348001,84.50371,27.915726,96.467142,72.793656,31.318528,1.0
25.352712,27.233302,62.894966,27.160043,0.95845,10.680222,50.980386,110.296092,24.704849,51.614787,124.328965,28.252114,58.827544,114.173513,27.672511,1.0
17.716531,62.522351,35.30448,19.292424,4.634559,5.077077,103.414561,45.921661,21.225008,109.38069,57.98451,18.520539,106.23709,60.637517,17.113956,1.0
34.652254,53.263048,9.419402,18.678696,1.183585,8.415814,52.332564,111.796792,21.780664,58.384341,119.826888,31.546629,48.735,128.10343,29.429297,1.0
47.810324,48.688294,6.804414,25.989836,0.524399,14.179032,37.978663,97.312914,38.219421,67.294317,100.058501,57.035774,80.743742,90.663694,53.461002,1.0
25.524797,35.203937,53.24845,23.018021,5.731302,6.990522,46.192128,104.996794,22.57457,55.942262,117.283183,21.182591,56.616534,123.018323,19.453337,1.0
35.037504,66.448972,19.513064,24.238673,5.742407,5.041293,46.634728,114.539466,23.863667,51.873681,126.17624,26.16504,33.488478,139.848431,18.645521,1.0
31.211645,16.520452,36.978482,16.04927,13.182304,10.340395,23.353628,114.315538,32.451297,28.780683,122.78658,34.476863,48.297571,107.139146,36.058788,1.0
28.890904,56.445485,39.286713,19.029842,2.700689,7.798988,37.979063,121.262965,25.644054,50.368473,127.190168,31.942783,53.762187,130.747962,31.174931,1.0
30.326604,43.71075,22.066347,23.266774,2.633403,5.918904,54.621016,107.628098,23.38639,53.501307,126.37512,21.237149,38.356208,142.299741,14.835542,1.0
30.716587,23.766752,2.081127,23.936616,10.34285,6.985092,34.292672,15.993127,8.618505,42.102454,16.683506,11.765689,43.646827,17.244341,12.099575,1.0
47.270389,54.524124,9.342598,23.686451,6.892212,6.218831,58.159191,93.604326,39.939079,62.753336,91.397977,43.299893,47.709669,90.664482,48.808379,1.0
52.661018,59.761307,7.181015,19.778863,4.834852,6.224078,51.493791,100.430574,30.274675,70.543438,96.033365,34.341304,74.610552,93.870106,27.77461,1.0
32.081055,26.875217,43.883134,13.155457,3.713559,11.456934,26.960958,138.204617,30.064134,56.441282,119.703035,47.866563,88.14025,94.044465,56.467825,1.0
30.832013,45.072654,39.746377,29.378089,2.572896,16.462319,34.236596,128.075634,43.995177,44.260667,133.05932,46.738089,62.34578,115.073531,47.325077,1.0
47.168553,45.099214,18.064557,19.908396,2.069221,10.127507,40.464312,112.884912,25.719024,66.049398,100.562159,42.78097,76.104581,94.097419,42.396993,1.0
19.961967,68.889235,42.333035,16.953559,2.321915,7.62397,55.330605,96.712727,27.495248,73.359615,99.377436,39.355885,90.42531,78.529857,32.40703,1.0
24.586224,69.041722,13.86912,28.203811,4.995953,10.037037,43.812016,91.07215,32.975057,81.486755,73.234998,41.87962,97.185095,52.662839,39.780828,1.0
49.197609,52.84937,3.275694,17.474444,7.301202,10.793394,58.28903,110.690334,37.453663,73.061292,107.951889,48.900784,65.926457,108.837341,45.643331,1.0
34.641491,68.232818,20.650546,20.942519,3.897997,4.98201,33.632733,130.647417,21.639272,25.804701,153.899677,18.268597,22.497623,147.768742,16.823758,1.0
52.896731,18.791419,9.665713,27.918604,9.02198,4.093255,48.422368,28.125212,10.455384,57.105876,26.656829,10.69873,55.366368,25.582568,15.19877,1.0
32.537908,20.827688,3.855341,17.753903,4.172644,10.852681,42.514408,107.600633,29.040994,66.366913,107.065373,33.422225,73.74395,103.306174,30.6183,1.0
25.23729,66.908857,43.164657,28.689335,4.144145,12.695108,50.201085,93.48952,35.356453,48.462829,129.358696,37.300015,59.064568,123.9046,39.014224,1.0
22.517822,15.091329,70.288354,25.780104,4.031492,6.489726,86.0759,69.339264,53.218215,104.291005,78.911189,49.494253,106.823281,65.21667,41.52491,1.0
16.109691,60.902992,56.824475,19.902498,6.409779,3.884139,92.126546,56.750447,18.721304,120.116551,52.292285,19.302683,131.093013,35.848498,17.971528,1.0
30.525214,32.253375,35.647602,16.432989,6.353606,9.920819,60.432884,93.924604,52.216154,81.172348,94.745158,61.33913,94.90929,86.703172,63.511648,1.0
38.064603,42.01021,10.448554,15.138533,2.334166,6.098759,45.583724,126.235398,22.786998,62.424448,116.229895,33.884788,53.454445,125.152809,27.303184,1.0
