11.300391,23.866009,23.028895,96.207971,70.976463,5.029923,98.449797,73.765341,7.080871,110.125235,65.055722,11.787531,101.090915,77.928558,13.907699,5.0
22.043314,14.335829,19.377819,122.453135,47.594282,8.582125,129.455311,49.69285,14.049409,123.840767,57.107624,23.021913,104.932153,73.278665,31.151232,5.0
23.047921,18.227827,13.619594,38.60814,113.550936,18.510313,47.275133,119.972175,21.864118,51.649448,133.548811,23.304537,63.737985,124.879664,26.411351,5.0
29.99528,2.152744,21.860682,35.643653,127.12254,10.48427,44.695383,132.447129,49.556938,40.963201,149.391816,47.379228,50.86393,143.867104,36.702546,5.0
25.35543,8.777206,28.926695,31.122165,133.028985,28.059509,38.464366,134.857471,102.151731,43.904181,139.047665,79.900904,42.663633,141.414997,48.444203,5.0
23.737727,10.291783,24.365018,101.862851,47.285572,11.531207,107.759145,55.898611,12.750717,114.544254,59.876823,16.689152,98.365982,77.585162,16.00946,5.0
31.432363,13.27432,17.287988,40.416349,113.815367,10.579155,46.641541,121.898611,28.883936,45.770968,138.848789,38.190711,49.207762,135.685308,38.259447,5.0
22.937643,4.613086,12.943655,85.029238,82.862929,33.926634,114.825716,65.393244,59.272546,118.946833,68.485285,55.839144,117.924093,72.410764,36.524122,5.0
22.404676,18.848741,42.613495,24.170715,143.971313,14.79679,29.272307,144.575566,46.058035,36.188102,147.30902,43.336694,24.070006,145.777804,19.634693,5.0
32.531958,2.199588,25.185294,37.877086,138.489802,11.34915,33.468553,149.582085,17.311126,24.500504,158.864378,18.696726,7.084162,173.455673,5.866257,5.0
31.937032,6.420062,37.074389,38.150371,120.021635,18.459764,39.862478,125.490871,19.843515,38.823753,133.855421,20.953283,11.478928,135.281798,14.626568,5.0
15.118493,8.922272,17.177191,77.017738,80.811289,34.221963,97.436248,74.448168,59.444128,107.94189,74.11874,65.63588,111.661836,69.271239,51.811646,5.0
34.193997,5.784794,39.155524,36.134955,125.891477,10.070629,41.734038,131.017816,33.532603,51.948729,131.268804,44.95441,46.481565,139.054825,26.803146,5.0
10.442938,14.147605,9.821231,116.086403,11.143581,58.386415,132.804294,9.186122,108.395054,133.648693,25.325673,148.29561,133.731055,26.844526,49.232493,5.0
